2, 0, 6, 17, 2, 0, 10, 13, 2, 0, 14, 9, 2, 0, 18, 5, 2, 0, -1, -1, 50
2, 0, 6, 17, 2, 0, 10, 13, 2, 0, 14, 9, 2, 0, 18, 5, 2, 0, -1, -1, 50
2, 0, 6, 17, 2, 0, 10, 13, 2, 0, 14, 9, 2, 0, 18, 5, 2, 0, -1, -1, 50
2, 0, 6, 17, 2, 0, 10, 13, 2, 0, 14, 9, 2, 0, 18, 5, 2, 0, -1, -1, 50
2, 0, 6, 17, 2, 0, 10, 13, 2, 0, 14, 9, 2, 0, 18, 5, 2, 0, -1, -1, 50
2, 0, 6, 17, 2, 0, 10, 13, 2, 0, 14, 9, 2, 0, 18, 5, 2, 0, -1, -1, 50
2, 0, 6, 17, 2, 0, 10, 13, 2, 0, 14, 9, 2, 0, 18, 5, 2, 0, -1, -1, 50
2, 0, 6, 17, 2, 0, 10, 13, 2, 0, 14, 9, 2, 0, 18, 5, 2, 0, -1, -1, 50
2, 0, 6, 17, 2, 0, 10, 13, 2, 0, 14, 9, 2, 0, 18, 5, 2, 0, -1, -1, 50
2, 0, 6, 17, 2, 0, 10, 13, 2, 0, 14, 9, 2, 0, 18, 5, 2, 0, -1, -1, 50
